Node,Type,Degree,Degree Centrality,Eigenvector Centrality
WgR5dAk,artist,50,0.057273768613974804,0.03641628440947049
ap4XQPE,artist,8,0.009163802978235968,0.0070392346192702645
4brVvZa,artist,9,0.010309278350515464,0.004468976188421076
eYX6W,artist,50,0.057273768613974804,0.11813094241472945
D9NZ2,artist,50,0.057273768613974804,0.04915506851749744
y7zWZ,artist,50,0.057273768613974804,0.08770796278709753
eJ5N6,artist,50,0.057273768613974804,0.11128017079972785
KVKEOVo,follower,52,0.059564719358533795,0.04943970157708261
DNzo4,artist,50,0.057273768613974804,0.10046274535338658
lz5rK,artist,50,0.057273768613974804,0.1049234385997299
nlJpN,artist,50,0.057273768613974804,0.10919377696297923
YYWQX3q,artist,7,0.008018327605956473,0.006840201774578009
dqWJP,artist,35,0.04009163802978236,0.01628944186300829
eAby7,artist,50,0.057273768613974804,0.06316088642674418
8qR5J,follower,56,0.06414662084765178,0.07602519833007075
NY7OB98,artist,5,0.00572737686139748,0.006773509161194741
DN707,artist,50,0.057273768613974804,0.11541428641669668
80g7XWW,artist,24,0.027491408934707903,0.009303722725971153
ePgYk,artist,50,0.057273768613974804,0.10686089232774827
D7jgy,artist,23,0.026345933562428408,0.020335438319386882
4oy7E,artist,50,0.057273768613974804,0.059503833174480346
5QBqX,artist,50,0.057273768613974804,0.022866462856934167
2nZEe,artist,50,0.057273768613974804,0.10053565695660273
ngyWD,artist,50,0.057273768613974804,0.12077366116870629
eY3Nv,artist,26,0.029782359679266898,0.022450171502625262
NaN08,artist,50,0.057273768613974804,0.020044963271139207
Lw7gr,artist,50,0.057273768613974804,0.08372384926970666
ngwPp,follower,52,0.059564719358533795,0.11634118713054371
AaPXq,artist,50,0.057273768613974804,0.044303684790339824
92pPakO,follower,50,0.057273768613974804,0.046506241991123805
2p2jp,artist,50,0.057273768613974804,0.048733945343620876
JE8Q7,artist,50,0.057273768613974804,0.0681906821189161
l1RMK,follower,52,0.059564719358533795,0.0519377079659945
V4RQxQa,artist,50,0.057273768613974804,0.03288000832177489
q7brzrB,artist,20,0.02290950744558992,0.006539670353033473
L5QyM,artist,50,0.057273768613974804,0.11391127766030522
LWOlL,artist,50,0.057273768613974804,0.10648523511803415
Ov1bYov,artist,27,0.030927835051546393,0.004529651229230781
RGvVzgw,artist,23,0.026345933562428408,0.014948582137106974
l4PQQQ,artist,13,0.014891179839633449,0.004731465883676039
PWY7x2X,follower,54,0.061855670103092786,0.05458632326376117
eJ57D,follower,73,0.08361970217640322,0.14171748869015338
LKwjz,follower,57,0.06529209621993128,0.14728566822209532
DvwQK,follower,52,0.059564719358533795,0.1361124698763039
Wem1e,follower,38,0.04352806414662085,0.08652411445170867
qEBZP,follower,14,0.016036655211912946,0.04504225522782118
nogRn,follower,13,0.014891179839633449,0.04189121448846188
Og1gz,follower,14,0.016036655211912946,0.04257250909072791
nk3pn,follower,65,0.07445589919816724,0.15205140684297447
lzwQ6,follower,18,0.020618556701030927,0.05761004287025675
LwvJr,follower,59,0.06758304696449027,0.14734257642008095
w7zEZ,follower,31,0.035509736540664374,0.09645275201327667
aA9vz,follower,41,0.046964490263459335,0.12112940027909339
LKg0z,follower,4,0.004581901489117984,0.013480318822172672
OgzM4,follower,14,0.016036655211912946,0.04585252171430549
39rjJ,follower,6,0.006872852233676976,0.0168068076893114
ePqjN,follower,37,0.042382588774341354,0.111832854532224
D7437,follower,37,0.042382588774341354,0.11112729219956997
7eP5n,follower,33,0.03780068728522337,0.07603998175730092
DEy6R,follower,32,0.03665521191294387,0.09918554216849425
nkAND,follower,40,0.04581901489117984,0.11460180054669068
QbmPv,follower,34,0.038946162657502864,0.10648049351438174
LWk1l,follower,45,0.051546391752577324,0.12556289569627763
Dv0Y8,follower,12,0.013745704467353952,0.038800607028531955
eA8qD,follower,6,0.006872852233676976,0.01857681258017345
NzaBw,follower,2,0.002290950744558992,0.005711165064861725
4A8Ja,follower,40,0.04581901489117984,0.11959599499854258
LjX4Z,follower,23,0.026345933562428408,0.07389344385733461
4AmGy,follower,43,0.04925544100801833,0.1248643885897482
eP795,follower,26,0.029782359679266898,0.07110818711880734
7lN8g,follower,32,0.03665521191294387,0.09207093625918787
DNK1w,follower,29,0.033218785796105384,0.09318020928915453
nqzdo,follower,22,0.025200458190148912,0.06967552636929396
nVVEr,follower,20,0.02290950744558992,0.066076554450612
Qx36v,follower,41,0.046964490263459335,0.11897225455026667
DOmwz,follower,23,0.026345933562428408,0.0750459193729814
VPmpa,follower,24,0.027491408934707903,0.05926617685471386
DEKpo,follower,7,0.008018327605956473,0.013784907957516352
g493y2p,follower,18,0.020618556701030927,0.04520356688263364
eYAdW,follower,36,0.041237113402061855,0.10589615309444894
PW9qN,follower,3,0.003436426116838488,0.007595256173358027
n0m9m,follower,29,0.033218785796105384,0.08664108821037382
JEd6Y,follower,36,0.041237113402061855,0.10803082791614328
2d8GZ,follower,35,0.04009163802978236,0.10449523158637516
YZyXK,follower,5,0.00572737686139748,0.017035291500559664
eJrz0,follower,6,0.006872852233676976,0.01769883847039833
nlkQe,follower,22,0.025200458190148912,0.07089183336550497
DyNPe,follower,29,0.033218785796105384,0.08261525457353572
DO1l4,follower,17,0.019473081328751432,0.05697640634799342
g6rJx,follower,24,0.027491408934707903,0.07770554668089735
aAkGz,follower,22,0.025200458190148912,0.0707848916844298
ng7Mp,follower,14,0.016036655211912946,0.044833012563871386
DyZre,follower,9,0.010309278350515464,0.02692428678355825
v70Ym,follower,20,0.02290950744558992,0.05503473082084121
k4kXK,follower,8,0.009163802978235968,0.025999552276759853
la0bQ,follower,22,0.025200458190148912,0.05187962338514555
ZO89E,follower,42,0.048109965635738834,0.09618889333957083
emxNp,follower,20,0.02290950744558992,0.0644817915738883
xdxY3,follower,15,0.01718213058419244,0.044665679903648156
JZvm7,follower,19,0.021764032073310426,0.058997738063627556
k4zQV,follower,12,0.013745704467353952,0.0386829503191576
noMV5,follower,12,0.013745704467353952,0.03683203152305853
PWQER,follower,17,0.019473081328751432,0.049961637874304056
JZ5m2,follower,17,0.019473081328751432,0.04940464304871674
qEbN2,follower,13,0.014891179839633449,0.04066793825524688
PWYXk,follower,23,0.026345933562428408,0.06513790363899681
KKjJl,follower,12,0.013745704467353952,0.035994464395334796
MaBlQ,follower,17,0.019473081328751432,0.04283536719144442
n05l2,follower,13,0.014891179839633449,0.036471115322288854
Dya1P,follower,6,0.006872852233676976,0.013297855823557839
Nz7aQ,follower,11,0.012600229095074456,0.03593865560164251
51NP2,follower,24,0.027491408934707903,0.06781275043402182
91GVk,follower,7,0.008018327605956473,0.021868626890895495
bQ3Kk,follower,34,0.038946162657502864,0.07385198448517334
WQ2Kj,follower,9,0.010309278350515464,0.02892854712988462
n14by,follower,12,0.013745704467353952,0.03457766981668997
na33g,follower,11,0.012600229095074456,0.03330708190526461
OW22v,follower,11,0.012600229095074456,0.031580917068180135
KKzM9,follower,5,0.00572737686139748,0.015075576140132246
8zJga,follower,7,0.008018327605956473,0.021249363725442064
79wj9,follower,7,0.008018327605956473,0.01811406134342355
eboBP,follower,5,0.00572737686139748,0.01500324726089956
d007M,follower,6,0.006872852233676976,0.012147210923025342
d0Q4K,follower,6,0.006872852233676976,0.017576100905616846
y7KPx,follower,14,0.016036655211912946,0.02973028581133454
NY4k4,follower,13,0.014891179839633449,0.030453626289842883
n1OXD,follower,4,0.004581901489117984,0.011042870632649759
n318D,follower,7,0.008018327605956473,0.020148748944525764
n0M1m,follower,10,0.01145475372279496,0.03147230521659041
eAxgm,follower,2,0.002290950744558992,0.006209179152153215
nd6JD,follower,4,0.004581901489117984,0.012119831019133205
BDNxn,follower,5,0.00572737686139748,0.014783710561399762
eANqn,follower,11,0.012600229095074456,0.03510702924183079
eGEQw,follower,2,0.002290950744558992,0.005967101590931519
eGVKw,follower,16,0.018327605956471937,0.0508194357194567
LwP92,follower,5,0.00572737686139748,0.016076537905091275
LKkZl,follower,11,0.012600229095074456,0.0339534836261461
KE95r,follower,3,0.003436426116838488,0.009480326488660484
DX2vJ,follower,4,0.004581901489117984,0.012163653634972902
nZkpa,follower,5,0.00572737686139748,0.016601192669915395
n0bAK,follower,7,0.008018327605956473,0.02123834892627001
emyw1,follower,8,0.009163802978235968,0.02022123761117593
AxaRK,follower,5,0.00572737686139748,0.01623085163452217
Lx06z,follower,12,0.013745704467353952,0.03188674266870648
n0AML,follower,2,0.002290950744558992,0.006653714628620621
LKEQy,follower,9,0.010309278350515464,0.02066674732920729
eYpRp,follower,16,0.018327605956471937,0.05126934715915458
eGEam,follower,6,0.006872852233676976,0.018210869968549072
eA2kn,follower,3,0.003436426116838488,0.009587476997104128
Lj0ae,follower,2,0.002290950744558992,0.0054656613333627984
eY9me,follower,17,0.019473081328751432,0.04155159891181072
noyXv,follower,5,0.00572737686139748,0.011735510360179353
ML51L,follower,9,0.010309278350515464,0.023148182534631006
nVjaQ,follower,1,0.001145475372279496,0.003024577301777652
vZoyO,follower,2,0.002290950744558992,0.004086332587190105
jNxyG,follower,1,0.001145475372279496,0.003024577301777652
nVPoQ,follower,2,0.002290950744558992,0.0014862959043780996
y863P,follower,17,0.019473081328751432,0.027162588797323063
LKEjO,follower,4,0.004581901489117984,0.00462763544972026
eYbyp,follower,2,0.002290950744558992,0.0017444323715588726
MWKR9,follower,7,0.008018327605956473,0.00669503417627804
ndR4v,follower,1,0.001145475372279496,0.00040686847065488427
4ARWozj,follower,1,0.001145475372279496,0.00040686847065488427
VvJWB,follower,1,0.001145475372279496,0.00040686847065488427
3AZXZ,follower,1,0.001145475372279496,0.00040686847065488427
aymJEw,follower,2,0.002290950744558992,0.0005389364427871034
BqO12rp,follower,1,0.001145475372279496,0.00040686847065488427
2lqQk60,follower,4,0.004581901489117984,0.0018818810599047597
WxBEo8v,follower,2,0.002290950744558992,0.0006112540865289376
jZOMZOZ,follower,2,0.002290950744558992,0.0006063036896233048
gY0Mr4v,follower,7,0.008018327605956473,0.0014057999426894717
eYoZ7,follower,3,0.003436426116838488,0.010052397229725982
dEJMJ,follower,2,0.002290950744558992,0.006807870683511341
5QdZM,follower,14,0.016036655211912946,0.04201592478704457
DBXOQ,follower,7,0.008018327605956473,0.020256550119097442
DXrvZ,follower,3,0.003436426116838488,0.008938593384508604
DN0qN,follower,2,0.002290950744558992,0.006009464541693162
ZOkaq,follower,5,0.00572737686139748,0.012273117662120376
ndwYP,follower,2,0.002290950744558992,0.005822916827425144
4j29j,follower,7,0.008018327605956473,0.01707301084883696
D9kgj,follower,28,0.03207331042382589,0.04795566015976805
nddY2,follower,18,0.020618556701030927,0.035910453877531404
GYOAv,follower,4,0.004581901489117984,0.010794036709795134
Ma03Z,follower,3,0.003436426116838488,0.007485315744816169
PQqjm,follower,5,0.00572737686139748,0.012796285158273274
LRBZ1,follower,1,0.001145475372279496,0.002930522896101618
laMKK,follower,5,0.00572737686139748,0.009357151226286314
eYOJ7,follower,7,0.008018327605956473,0.015461483729980722
apN7g,follower,3,0.003436426116838488,0.005854118435221343
e4ro4,follower,8,0.009163802978235968,0.016145377032281513
E2J9R,follower,6,0.006872852233676976,0.01308450078845706
D75ar,follower,20,0.02290950744558992,0.03446052589543073
nl5Vb,follower,1,0.001145475372279496,0.002930522896101618
aA0Or,follower,5,0.00572737686139748,0.009256286770416643
DOJvL,follower,7,0.008018327605956473,0.003805998379342968
GE4Yx,follower,1,0.001145475372279496,0.00012802744485015686
KbE0BVl,follower,11,0.012600229095074456,0.003437409410622802
NzvJWZY,follower,1,0.001145475372279496,0.00012802744485015686
D2Mq1,follower,1,0.001145475372279496,0.00020497290614980478
D2V8d,follower,1,0.001145475372279496,0.00020497290614980478
x2NxZBj,follower,9,0.010309278350515464,0.0035044796546330266
50qoa6,follower,2,0.002290950744558992,0.000342925067057186
mg57r,follower,1,0.001145475372279496,0.0013375639009039883
Mwvkx,follower,13,0.014891179839633449,0.02175847080394493
KbkgO,follower,1,0.001145475372279496,0.0013375639009039883
RNG0w,follower,1,0.001145475372279496,0.0013375639009039883
6ag7G,follower,2,0.002290950744558992,0.0027707467041756875
byOqP,follower,7,0.008018327605956473,0.010353559594197106
KKgEw,follower,4,0.004581901489117984,0.005869178807283349
R94rR,follower,1,0.001145475372279496,0.0013375639009039883
LK352,follower,1,0.001145475372279496,0.0013375639009039883
ogmj5,follower,2,0.002290950744558992,0.002177295651457259
RNOmg,follower,1,0.001145475372279496,0.0013375639009039883
nl1Nw,follower,2,0.002290950744558992,0.003072471105430003
noY7g,follower,1,0.001145475372279496,0.0013375639009039883
RYd4R,follower,4,0.004581901489117984,0.006004126969653876
eYZdW,follower,1,0.001145475372279496,0.0013375639009039883
Nkkaw,follower,3,0.003436426116838488,0.0038644104343805554
LRKrR,follower,1,0.001145475372279496,0.0013375639009039883
DryjG,follower,1,0.001145475372279496,0.0013375639009039883
XlQap,follower,1,0.001145475372279496,0.0013375639009039883
emxbp,follower,1,0.001145475372279496,0.0013375639009039883
nljE6,follower,1,0.001145475372279496,0.0013375639009039883
QbYK1,follower,1,0.001145475372279496,0.0013375639009039883
YZW6p,follower,1,0.001145475372279496,0.0013375639009039883
eYPZm,follower,1,0.001145475372279496,0.0013375639009039883
Qb6rB,follower,1,0.001145475372279496,0.0013375639009039883
6aQk3,follower,1,0.001145475372279496,0.0013375639009039883
eAy7R,follower,2,0.002290950744558992,0.002929036990214075
naVwL,follower,6,0.006872852233676976,0.006213700510542378
nVgJa,follower,1,0.001145475372279496,0.0013375639009039883
87x2Wvv,follower,2,0.002290950744558992,0.002296215288312189
b9EwX,follower,1,0.001145475372279496,0.0013375639009039883
xk6px,follower,1,0.001145475372279496,0.0013375639009039883
nqE9E,follower,9,0.010309278350515464,0.014929060480125055
r4wO8,follower,1,0.001145475372279496,0.0014956062928801932
lzz0G,follower,3,0.003436426116838488,0.005170898458206909
k4qZp,follower,1,0.001145475372279496,0.0014956062928801932
lvVYQ,follower,1,0.001145475372279496,0.0014956062928801932
8z6JJ,follower,1,0.001145475372279496,0.0014956062928801932
79dBv,follower,5,0.00572737686139748,0.006986544373595457
oGo32,follower,1,0.001145475372279496,0.0014956062928801932
Q4r6w,follower,1,0.001145475372279496,0.0014956062928801932
1ABbX,follower,1,0.001145475372279496,0.0014956062928801932
y24yx,follower,1,0.001145475372279496,0.0014956062928801932
vGo3R,follower,1,0.001145475372279496,0.0014956062928801932
W0Nxo,follower,1,0.001145475372279496,0.0014956062928801932
rXj8V,follower,5,0.00572737686139748,0.005891481249356643
BqXb9,follower,1,0.001145475372279496,0.0014956062928801932
emm2e,follower,1,0.001145475372279496,0.0014956062928801932
eYpJq,follower,1,0.001145475372279496,0.0014956062928801932
aNkBo,follower,1,0.001145475372279496,0.0014956062928801932
m7wZw,follower,1,0.001145475372279496,0.0014956062928801932
rbkvz,follower,1,0.001145475372279496,0.0014956062928801932
ebObk,follower,1,0.001145475372279496,0.0014956062928801932
eY52y,follower,1,0.001145475372279496,0.0014956062928801932
og475,follower,1,0.001145475372279496,0.0014956062928801932
lzyQw,follower,1,0.001145475372279496,0.0014956062928801932
YJYgpQW,follower,4,0.004581901489117984,0.00376892696393121
mApAm1,follower,3,0.003436426116838488,0.0029291952133779393
k42Vw,follower,1,0.001145475372279496,0.0014956062928801932
OW828rV,follower,7,0.008018327605956473,0.00437871327595348
DXlRa,follower,7,0.008018327605956473,0.020024495650909604
k2aoN,follower,12,0.013745704467353952,0.023000834323813713
XO68O,follower,2,0.002290950744558992,0.0036752921653267156
ndp6m,follower,3,0.003436426116838488,0.00484292291050293
k4yWB,follower,1,0.001145475372279496,0.0016871147829232958
oE0m2,follower,1,0.001145475372279496,0.0016871147829232958
eAJpg,follower,2,0.002290950744558992,0.003785926384500509
r45X9,follower,1,0.001145475372279496,0.0016871147829232958
rb809,follower,1,0.001145475372279496,0.0016871147829232958
DNbgY,follower,1,0.001145475372279496,0.0016871147829232958
D7KX9,follower,1,0.001145475372279496,0.0016871147829232958
eJWMo,follower,1,0.001145475372279496,0.0016871147829232958
og2VJ,follower,1,0.001145475372279496,0.0016871147829232958
J50lz,follower,1,0.001145475372279496,0.0016871147829232958
D2Mb0,follower,2,0.002290950744558992,0.00323988491752806
eGyjx,follower,1,0.001145475372279496,0.0016871147829232958
07Yg2,follower,3,0.003436426116838488,0.0035378899824487463
apbvA,follower,1,0.001145475372279496,0.0016871147829232958
8zO13,follower,2,0.002290950744558992,0.002766542216646511
wGxrj,follower,2,0.002290950744558992,0.003548955036630567
g4rol,follower,2,0.002290950744558992,0.00212296040265148
e4pN9,follower,1,0.001145475372279496,0.0016871147829232958
DNd1w,follower,1,0.001145475372279496,0.0016871147829232958
b9KYJ,follower,4,0.004581901489117984,0.00492896713298777
kK6PN,follower,1,0.001145475372279496,0.0016871147829232958
Y99y7Jq,follower,5,0.00572737686139748,0.005305257828445205
DOd1V,follower,2,0.002290950744558992,0.0003311330044224638
PgEw7,follower,3,0.003436426116838488,0.0005489926069706699
xd3M8N3,follower,1,0.001145475372279496,0.00020665483018923527
z8YXwk5,follower,4,0.004581901489117984,0.000836566650971195
X6BjxYO,follower,1,0.001145475372279496,0.00020665483018923527
VKA2qvy,follower,1,0.001145475372279496,0.00020665483018923527
LM5RG,follower,2,0.002290950744558992,0.0047909690965227125
P5OZm,follower,2,0.002290950744558992,0.004677990129163007
DvKEO,follower,6,0.006872852233676976,0.00970297470534521
OgYkQ,follower,1,0.001145475372279496,0.0018618402537072711
bpbJK,follower,1,0.001145475372279496,0.0018618402537072711
OWp9Z,follower,1,0.001145475372279496,0.0018618402537072711
D90oj,follower,1,0.001145475372279496,0.0018618402537072711
nQAE1,follower,10,0.01145475372279496,0.01716275747368643
lvxkA,follower,15,0.01718213058419244,0.02220390089274263
31Z0M,follower,7,0.008018327605956473,0.008935168919623643
bQG3M,follower,1,0.001145475372279496,0.0018618402537072711
LjGP1,follower,1,0.001145475372279496,0.0018618402537072711
j45o0,follower,2,0.002290950744558992,0.00370337139566444
Lx5a9,follower,1,0.001145475372279496,0.0018618402537072711
QbYww,follower,1,0.001145475372279496,0.0018618402537072711
nlO6e,follower,1,0.001145475372279496,0.0018618402537072711
XBzdR,follower,1,0.001145475372279496,0.0018618402537072711
nZEqe,follower,1,0.001145475372279496,0.0018618402537072711
g4ywW,follower,1,0.001145475372279496,0.0018618402537072711
X6pEp,follower,1,0.001145475372279496,0.0018618402537072711
zKPo5,follower,1,0.001145475372279496,0.0018618402537072711
Wxj8l,follower,3,0.003436426116838488,0.0051495175928380505
e4yr4,follower,1,0.001145475372279496,0.0018618402537072711
nQ9JW,follower,2,0.002290950744558992,0.00370337139566444
X6mGR,follower,1,0.001145475372279496,0.0018618402537072711
LW3N0,follower,1,0.001145475372279496,0.0018618402537072711
n1dNy,follower,4,0.004581901489117984,0.012502337637611898
dEKBy,follower,3,0.003436426116838488,0.006948193899288172
OW8aX,follower,1,0.001145475372279496,0.0015527701346047642
PbAK7,follower,13,0.014891179839633449,0.026332834528917506
e4Ybn,follower,1,0.001145475372279496,0.0015527701346047642
KKYKy,follower,12,0.013745704467353952,0.021139195098602872
7lv3v,follower,13,0.014891179839633449,0.022250199936383712
k22GV,follower,13,0.014891179839633449,0.020620683337698526
bVgmM,follower,15,0.01718213058419244,0.025255412116584164
WQRl9,follower,1,0.001145475372279496,0.0015527701346047642
j4qg4,follower,6,0.006872852233676976,0.009704414686164646
92Qrj,follower,5,0.00572737686139748,0.00827169439120613
jjNOo,follower,2,0.002290950744558992,0.0029736710576583844
lvZbQ,follower,4,0.004581901489117984,0.0064761251815467925
lzR4Q,follower,16,0.018327605956471937,0.023411220397027088
aA2jQ,follower,1,0.001145475372279496,0.0015527701346047642
79X8P,follower,3,0.003436426116838488,0.004708578262184399
jN16B,follower,4,0.004581901489117984,0.005790898319024919
mlmkj,follower,3,0.003436426116838488,0.005148233677544375
rky4Y,follower,2,0.002290950744558992,0.0032876773391307787
n1kxX,follower,3,0.003436426116838488,0.004854792167500049
YZd4k,follower,5,0.00572737686139748,0.00750249918658318
MV6xm,follower,2,0.002290950744558992,0.002844500123456065
